loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,annual_inc,issue_d,loan_status,monthly_income,emp_industry,age
6000, 36 months,10.08,193.83,B,B1,Clerk,6 years,56000,Oct-18,TRUE,4666.666666666667,other,37
32000, 36 months,11.55,1056,B,B4,other,< 1 year,175000,Nov-18,FALSE,14583.333333333334,other,53
24000, 60 months,13.06,546.82,C,C1,Professional,7 years,65000,Jun-18,FALSE,5416.666666666667,other,59
21525, 60 months,27.27,660.76,E,E5,Battery Technician Manager,6 years,32000,Aug-18,TRUE,2666.6666666666665,other,23
35000, 36 months,14.08,1197.58,C,C3,other,,97000,Feb-18,TRUE,8083.333333333333,other,55
30000, 60 months,6.11,581.52,A,A1,vice president,6 years,275000,Nov-18,FALSE,22916.666666666668,other,40
40000, 60 months,19.92,1057.98,D,D3,Pharmacy Manager,7 years,170000,Aug-18,FALSE,14166.666666666666,other,57
33000, 60 months,12.98,750.52,B,B5,City Carrier,10+ years,71000,Nov-18,FALSE,5916.666666666667,other,59
18000, 60 months,9.43,377.42,B,B1,Logistic Supervisor,7 years,78000,Apr-18,FALSE,6500,other,45
36000, 60 months,16.46,884.28,C,C5,Podiatrist,10+ years,137000,Jul-18,FALSE,11416.666666666666,other,59
13200, 36 months,9.93,425.5,B,B2,other,,29943,Feb-18,TRUE,2495.25,other,20
40000, 60 months,16.14,975.71,C,C4,Staff Atty,10+ years,75000,Dec-18,FALSE,6250,other,51
35000, 36 months,15.02,1213.63,C,C3,Advance Medical ,10+ years,82700,Sep-18,TRUE,6891.666666666667,other,61
40000, 60 months,16.46,982.53,C,C5,Executive Director,3 years,160000,Jun-18,TRUE,13333.333333333334,other,43
20000, 60 months,19.92,528.99,D,D3,"Sr Director, Software Engineering",< 1 year,180000,Sep-18,FALSE,15000,other,35
40000, 60 months,8.19,814.7,A,A4,Supervisory Officer,1 year,121000,Nov-18,FALSE,10083.333333333334,other,47
20000, 36 months,14.08,684.33,C,C3,Nurse Manager,10+ years,127500,Jan-18,FALSE,10625,other,49
10000, 36 months,16.14,352.27,C,C4,Project Manager,1 year,80000,Sep-18,FALSE,6666.666666666667,other,42
35000, 36 months,19.03,1283.5,D,D3,DIRECTOR,< 1 year,175000,Feb-18,TRUE,14583.333333333334,other,58
10000, 60 months,19.42,261.73,D,D3,Staff Accountant,5 years,49850,May-18,FALSE,4154.166666666667,other,31
30550, 60 months,22.35,849.85,D,D5,1st Mechanic Supervisor,10+ years,102958,Aug-18,FALSE,8579.833333333334,other,45
2000, 36 months,14.07,68.43,C,C3,GG13,7 years,125000,Mar-18,FALSE,10416.666666666666,other,44
5000, 36 months,9.44,160.03,B,B1,Nails Technician,6 years,60000,Jan-18,FALSE,5000,other,58
8000, 36 months,13.58,271.8,C,C2,Driver,5 years,48000,Mar-18,TRUE,4000,other,29
12000, 60 months,21.85,330.41,D,D5,other,,63000,May-18,TRUE,5250,other,39
8400, 36 months,9.92,270.73,B,B2,Tour Guide ,< 1 year,30000,Mar-18,FALSE,2500,other,23
24000, 36 months,14.47,825.76,C,C2,Category Manager,< 1 year,160000,Nov-18,FALSE,13333.333333333334,other,37
21525, 36 months,23.87,843.02,E,E2,Marketing Manager,9 years,69000,Apr-18,FALSE,5750,other,54
16000, 36 months,9.92,515.68,B,B2,Driller ,5 years,80000,Mar-18,FALSE,6666.666666666667,other,46
8000, 36 months,7.84,250.11,A,A4,Senior Auditor,4 years,125000,Jul-18,FALSE,10416.666666666666,other,54
15000, 36 months,7.84,468.94,A,A4,other,,10000,Jul-18,FALSE,833.3333333333334,other,18
15000, 60 months,17.97,380.66,D,D1,other,,30000,Jul-18,FALSE,2500,other,23
12000, 60 months,28.72,378.86,F,F1,Regional Manager,2 years,120000,Mar-18,FALSE,10000,other,43
25000, 60 months,10.42,536.36,B,B3,Senior Accountant,1 year,80000,Feb-18,FALSE,6666.666666666667,other,42
8400, 36 months,14.08,287.42,C,C3,facilities manager,6 years,221000,Feb-18,FALSE,18416.666666666668,other,35
15000, 36 months,6.67,460.9,A,A2,Police Officer,9 years,78000,Oct-18,FALSE,6500,other,37
14000, 60 months,8.19,285.15,A,A4,Tech II,10+ years,46290,Dec-18,FALSE,3857.5,other,28
7000, 36 months,23.87,274.16,E,E2,Sales associate ,4 years,35000,May-18,FALSE,2916.6666666666665,other,25
21000, 36 months,5.31,632.32,A,A1,Nany,< 1 year,90000,Jun-18,FALSE,7500,other,40
10000, 36 months,10.9,326.92,B,B4,Minister,10+ years,55000,Apr-18,FALSE,4583.333333333333,other,56
15200, 36 months,19.42,560.41,D,D3,Vice President,8 years,210000,Apr-18,FALSE,17500,other,58
11000, 60 months,6.67,216.11,A,A2,Microbiologist/Serologist,6 years,115000,Sep-18,FALSE,9583.333333333334,other,54
8000, 36 months,5.31,240.89,A,A1,Account Executive,7 years,110000,Jun-18,FALSE,9166.666666666666,other,43
40000, 60 months,14.03,931.36,C,C2,Tech,10+ years,111052,Jun-18,FALSE,9254.333333333334,other,43
5000, 36 months,17.97,180.69,D,D1,Marketing,8 years,78000,Oct-18,FALSE,6500,other,52
14975, 60 months,30.79,491.79,G,G1,QA food safety,3 years,36000,Jun-18,TRUE,3000,other,24
8000, 36 months,19.92,296.99,D,D3,Payroll Lead Specialist,< 1 year,46800,Nov-18,FALSE,3900,other,29
10000, 36 months,11.55,330,B,B4,Teacher ,5 years,30000,Sep-18,FALSE,2500,other,22
30000, 36 months,10.72,978.19,B,B2,Director of Enrollment Management,4 years,82800,Dec-18,FALSE,6900,other,51
7400, 36 months,11.05,242.45,B,B4,Engineering Technician,10+ years,85295,Jun-18,TRUE,7107.916666666667,other,45
14450, 60 months,28.72,456.21,F,F1,Auto Painter,2 years,85000,Jun-18,TRUE,7083.333333333333,other,50
20000, 60 months,19.03,519.15,D,D3,Owner,10+ years,52000,Jan-18,FALSE,4333.333333333333,other,33
4000, 36 months,6.83,123.2,A,A3,other,,36000,Jun-18,FALSE,3000,other,22
16000, 36 months,14.07,547.39,C,C3,sales manager,2 years,120000,Apr-18,FALSE,10000,other,36
3600, 36 months,17.47,129.2,D,D1,Patient Account Coordinator ,4 years,31000,Feb-18,FALSE,2583.3333333333335,other,25
30000, 60 months,28.72,947.15,F,F1,Regional Vice President,10+ years,175000,Sep-18,FALSE,14583.333333333334,other,38
20000, 36 months,10.33,648.45,B,B1,other,,80000,Dec-18,FALSE,6666.666666666667,other,34
25000, 60 months,11.8,553.59,B,B4,other,< 1 year,125000,Dec-18,FALSE,10416.666666666666,other,49
8000, 36 months,16.02,281.34,C,C5,Inventory Manager,2 years,39000,Feb-18,TRUE,3250,other,26
6000, 36 months,6.46,183.79,A,A1,Flight attendant ,3 years,50000,Dec-18,FALSE,4166.666666666667,other,35
12800, 36 months,7.84,400.17,A,A4,engineer,10+ years,140000,Nov-18,FALSE,11666.666666666666,other,40
7200, 36 months,7.96,225.49,A,A5,Manager,5 years,72000,Mar-18,TRUE,6000,other,43
14925, 36 months,10.42,484.54,B,B3,Kitchen Manager,4 years,67000,Feb-18,TRUE,5583.333333333333,other,42
25000, 36 months,8.08,784.34,A,A5,Assistant buyer,4 years,85000,May-18,FALSE,7083.333333333333,other,37
40000, 36 months,7.35,1241.5,A,A4,Orthodontist,4 years,250000,Feb-18,FALSE,20833.333333333332,other,56
15000, 36 months,16.91,534.12,C,C5,Lead Coordinator,10+ years,50000,Sep-18,FALSE,4166.666666666667,other,32
8400, 36 months,10.08,271.36,B,B1,Manager Transportation ,10+ years,54000,Aug-18,TRUE,4500,other,35
32000, 60 months,20.39,854.77,D,D4,Biomedical Engineer,3 years,56000,Apr-18,TRUE,4666.666666666667,other,42
7500, 36 months,22.35,287.79,D,D5,other,,72500,Aug-18,FALSE,6041.666666666667,other,42
18000, 60 months,23.87,516.47,E,E2,Marina,1 year,72000,Jun-18,FALSE,6000,other,52
12000, 60 months,10.47,257.75,B,B2,Software Architect,< 1 year,112000,Aug-18,FALSE,9333.333333333334,other,55
15000, 60 months,19.42,392.59,D,D3,Truck driver,2 years,56000,May-18,FALSE,4666.666666666667,other,40
5000, 36 months,17.97,180.69,D,D1,Cook,2 years,40000,Jul-18,FALSE,3333.3333333333335,other,26
9600, 36 months,17.47,344.52,D,D1,Lecturer in History,3 years,30000,Jun-18,FALSE,2500,other,23
17500, 60 months,17.09,435.77,D,D1,Cnc tech ,< 1 year,51000,Feb-18,TRUE,4250,other,31
25000, 36 months,26.31,1011.4,E,E4,Dispatcher,10+ years,68000,Aug-18,FALSE,5666.666666666667,other,34
20000, 36 months,15.05,693.8,C,C4,Owner,10+ years,78000,Jan-18,TRUE,6500,other,42
6500, 36 months,6.67,199.73,A,A2,Dispatcher,7 years,48000,Oct-18,FALSE,4000,other,29
20000, 36 months,6.46,612.62,A,A1,Client success manager,2 years,85000,Dec-18,FALSE,7083.333333333333,other,34
30000, 60 months,15.02,714.02,C,C3,Banker,6 years,100000,Jul-18,FALSE,8333.333333333334,other,40
16575, 60 months,14.47,389.73,C,C2,Project Manager,10+ years,180000,Dec-18,FALSE,15000,other,57
40000, 60 months,9.92,848.31,B,B2,Engineer,8 years,112600,May-18,TRUE,9383.333333333334,other,50
7125, 36 months,20.89,268.04,D,D4,other,,32000,Aug-18,FALSE,2666.6666666666665,other,25
10000, 60 months,16.91,248.05,C,C5,senior pharmacy technician,10+ years,75000,Aug-18,FALSE,6250,other,47
8000, 36 months,11.31,263.09,B,B3,Insurance Agent,10+ years,55000,Dec-18,FALSE,4583.333333333333,other,48
10000, 36 months,11.05,327.63,B,B4,other,,60000,May-18,FALSE,5000,other,53
32750, 36 months,13.59,1112.81,C,C2,NP,3 years,180000,Feb-18,FALSE,15000,other,58
16000, 36 months,7.56,498.15,A,A3,Manager,< 1 year,85000,Dec-18,FALSE,7083.333333333333,other,58
40000, 60 months,17.97,1015.09,D,D1,Legal Assistant,6 years,67000,Sep-18,FALSE,5583.333333333333,other,40
9000, 36 months,16.91,320.48,C,C5,Driver,2 years,50000,Aug-18,TRUE,4166.666666666667,other,32
10000, 36 months,13.58,339.74,C,C2,Feeder driver,< 1 year,65000,Mar-18,FALSE,5416.666666666667,other,45
19200, 36 months,12.61,643.33,C,C1,Small Business Support Manager,10+ years,129000,Mar-18,FALSE,10750,other,43
8000, 36 months,21.85,304.91,D,D5,Case manager,2 years,45000,May-18,TRUE,3750,other,28
5000, 36 months,7.46,155.44,A,A4,circulation operational support,5 years,30000,Jun-18,FALSE,2500,other,23
10000, 36 months,11.98,332.05,B,B5,RN ,1 year,43000,Mar-18,FALSE,3583.3333333333335,other,27
16000, 36 months,10.41,519.37,B,B3,"Field Engineering, Mech-A",10+ years,98000,Mar-18,TRUE,8166.666666666667,other,38
40000, 60 months,6.11,775.36,A,A1,Legal Practice Specialist,10+ years,110000,Sep-18,FALSE,9166.666666666666,other,45
10875, 60 months,25.81,324.39,E,E4,"Avp, Retail Banking ",3 years,60000,May-18,TRUE,5000,other,43
5200, 36 months,24.84,206.32,E,E3,Home care provider,10+ years,37671,Apr-18,TRUE,3139.25,other,25
12000, 60 months,13.56,276.49,C,C1,Accounting,10+ years,66920,Nov-18,FALSE,5576.666666666667,other,53
15000, 36 months,7.97,469.84,A,A5,Electrical Engineer,1 year,60000,Jan-18,FALSE,5000,other,47
20000, 60 months,21.85,550.68,D,D5,Crew assistant ,1 year,51785,Apr-18,TRUE,4315.416666666667,other,32
20000, 60 months,15.05,476.33,C,C4,Warehouse Manager,10+ years,45000,Feb-18,TRUE,3750,other,27
14900, 36 months,10.07,481.28,B,B2,other,,15600,Jun-18,TRUE,1300,other,18
16000, 60 months,17.09,398.42,D,D1,other,,71500,Feb-18,TRUE,5958.333333333333,other,39
5000, 36 months,17.47,179.44,D,D1,other,,45615.96,May-18,FALSE,3801.33,other,28
25000, 36 months,10.07,807.51,B,B2,Vp,10+ years,104000,Jun-18,FALSE,8666.666666666666,other,42
11625, 36 months,23.4,452.43,E,E1,housekeeping supervisor2,10+ years,52600,Dec-18,FALSE,4383.333333333333,other,35
7200, 36 months,14.08,246.36,C,C3,Aircraft Mechanic,10+ years,120000,Jan-18,TRUE,10000,other,59
15000, 60 months,18.45,384.59,D,D2,other,,30000,Jul-18,TRUE,2500,other,23
4000, 36 months,18.06,144.74,D,D2,HR Manager,7 years,131000,Jan-18,FALSE,10916.666666666666,other,55
25000, 36 months,6.71,768.62,A,A3,Clinical Pharmacist,3 years,150000,Mar-18,FALSE,12500,other,45
6000, 36 months,11.99,199.26,B,B5,other,,24000,Feb-18,TRUE,2000,other,24
6000, 36 months,13.58,203.85,C,C2,Healthcare Coordinator ,5 years,40000,Feb-18,TRUE,3333.3333333333335,other,27
20000, 60 months,16.91,496.09,C,C5,Counselor,10+ years,56000,Nov-18,FALSE,4666.666666666667,other,40
9000, 36 months,10.41,292.15,B,B3,Manager,5 years,40000,Apr-18,FALSE,3333.3333333333335,other,26
10000, 36 months,17.97,361.38,D,D1,Systems Designer II,10+ years,80000,Aug-18,FALSE,6666.666666666667,other,45
25000, 60 months,12.73,565.38,B,B5,Engineer,10+ years,265000,Oct-18,FALSE,22083.333333333332,other,49
8000, 36 months,13.59,271.84,C,C2,Civil Engineer,10+ years,100000,Jan-18,TRUE,8333.333333333334,other,38
20000, 60 months,11.98,444.69,B,B5,Mechanic,< 1 year,31000,Apr-18,FALSE,2583.3333333333335,other,24
10300, 36 months,11.55,339.9,B,B4,corragator tech,10+ years,72000,Jul-18,TRUE,6000,other,48
10000, 36 months,17.47,358.88,D,D1,Psychiatric Technician,10+ years,98000,Mar-18,TRUE,8166.666666666667,other,52
40000, 60 months,14.07,932.19,C,C3,System Performanc Engineer,7 years,90000,May-18,TRUE,7500,other,56
10000, 36 months,11.55,330,B,B4,dietary aide,< 1 year,26000,Sep-18,TRUE,2166.6666666666665,other,21
20000, 60 months,25.81,596.57,E,E4,Cable splicer,8 years,55000,May-18,FALSE,4583.333333333333,other,39
25000, 60 months,10.33,535.25,B,B1,other,< 1 year,75000,Dec-18,FALSE,6250,other,54
20000, 60 months,12.98,454.86,B,B5,Sr. Associate - IT Audit and Assurance ,4 years,92000,Dec-18,FALSE,7666.666666666667,other,37
4000, 36 months,15.02,138.71,C,C3,Material Manager,4 years,52000,Jul-18,TRUE,4333.333333333333,other,32
15000, 60 months,12.73,339.23,B,B5,Director,2 years,240000,Jul-18,FALSE,20000,other,36
25000, 60 months,11.55,550.45,B,B4,Superintendant,6 years,210000,Nov-18,FALSE,17500,other,58
30000, 60 months,7.34,598.87,A,A4,Vice-Principal,5 years,50000,Mar-18,FALSE,4166.666666666667,other,31
20950, 36 months,11.31,688.96,B,B3,other,< 1 year,120000,Nov-18,FALSE,10000,other,54
40000, 36 months,10.72,1304.26,B,B2,Field Clinical Specialist,1 year,200000,Dec-18,FALSE,16666.666666666668,other,52
12000, 60 months,21.85,330.41,D,D5,Clinican ,1 year,50000,Mar-18,TRUE,4166.666666666667,other,33
1500, 36 months,11.06,49.16,B,B3,other,< 1 year,36000,Oct-18,FALSE,3000,other,26
7000, 36 months,18.45,254.65,D,D2,File Clerk,3 years,65000,May-18,TRUE,5416.666666666667,other,48
24000, 36 months,6.19,732.2,A,A2,Sales,10+ years,90000,Jun-18,FALSE,7500,other,55
30000, 60 months,24.85,877.91,E,E3,Processing Manager,2 years,90000,Feb-18,FALSE,7500,other,38
4000, 36 months,14.47,137.63,C,C2,Adjunct ,3 years,35000,Aug-18,FALSE,2916.6666666666665,other,25
24000, 36 months,20,891.93,D,D4,Teacher,4 years,120000,Feb-18,FALSE,10000,other,38
10000, 36 months,8.81,317.12,A,A5,Police Officer,10+ years,55000,Nov-18,FALSE,4583.333333333333,other,54
12000, 36 months,10.47,389.86,B,B2,mentor,6 years,32000,Jul-18,FALSE,2666.6666666666665,other,23
25000, 60 months,13.58,576.28,C,C2,Manager,10+ years,76000,Mar-18,TRUE,6333.333333333333,other,52
8000, 36 months,14.47,275.26,C,C2,Customer  Service Agent,3 years,52080,Aug-18,FALSE,4340,other,32
2100, 36 months,14.07,71.85,C,C3,Cnc operator,1 year,62500,Apr-18,TRUE,5208.333333333333,other,52
5600, 36 months,10.07,180.89,B,B2,Medical Coder,10+ years,50865,May-18,FALSE,4238.75,other,32
20400, 60 months,30.75,669.44,F,F5,Mask Fit Tester,3 years,12000,Jun-18,TRUE,1000,other,18
30000, 60 months,10.42,643.63,B,B3,Guidance Counselor,10+ years,48000,Feb-18,FALSE,4000,other,28
23000, 60 months,13.56,529.94,C,C1,Material associate,5 years,75000,Aug-18,FALSE,6250,other,39
15000, 36 months,7.84,468.94,A,A4,Debt Specialist ,3 years,26400,Jul-18,FALSE,2200,other,22
16500, 36 months,6.08,502.57,A,A2,other,,160000,Feb-18,TRUE,13333.333333333334,other,41
10000, 60 months,20,264.94,D,D4,Police,10+ years,80000,Jan-18,FALSE,6666.666666666667,other,44
9600, 36 months,17.47,344.52,D,D1,LPN,4 years,43000,May-18,TRUE,3583.3333333333335,other,26
13000, 36 months,11.05,425.92,B,B4,Quality inspector,10+ years,35000,May-18,FALSE,2916.6666666666665,other,24
3000, 36 months,14.07,102.64,C,C3,Teacher,6 years,43000,Apr-18,FALSE,3583.3333333333335,other,26
25000, 36 months,7.84,781.57,A,A4,National I&D Supervisor,10+ years,98500,Aug-18,FALSE,8208.333333333334,other,48
10000, 60 months,17.97,253.78,D,D1,SUPERVISOR,10+ years,75000,Aug-18,FALSE,6250,other,57
35000, 60 months,17.09,871.54,D,D1,Charge Nurse,9 years,99500,Feb-18,FALSE,8291.666666666666,other,51
27000, 36 months,6.08,822.38,A,A2,Assistant Professor ,4 years,120000,Mar-18,FALSE,10000,other,54
5000, 36 months,14.52,172.16,C,C3,Legal coordinator,4 years,37500,May-18,FALSE,3125,other,22
16025, 60 months,12.13,357.53,B,B5,nurse,3 years,106000,Jun-18,FALSE,8833.333333333334,other,59
4000, 36 months,11.06,131.07,B,B3,Financial Analyst,10+ years,98000,Aug-18,TRUE,8166.666666666667,other,48
8000, 36 months,19.92,296.99,D,D3,Service Manager ,3 years,70000,Jul-18,FALSE,5833.333333333333,other,52
20000, 36 months,15.04,693.7,C,C4,Construction ,8 years,60000,Apr-18,TRUE,5000,other,51
20000, 36 months,10.47,649.77,B,B2,Executive Assistant,7 years,115000,Oct-18,FALSE,9583.333333333334,other,55
5000, 36 months,13.59,169.9,C,C2,Benefits Approval,10+ years,75600,Feb-18,TRUE,6300,other,46
35000, 60 months,17.09,871.54,D,D1,President,10+ years,85000,Jan-18,TRUE,7083.333333333333,other,42
35000, 60 months,18.06,889.92,D,D2,Legal Assistant,10+ years,63000,Jan-18,TRUE,5250,other,34
25000, 36 months,22.9,966.45,E,E1,Labor,10+ years,65000,Jun-18,TRUE,5416.666666666667,other,36
20000, 36 months,15.04,693.7,C,C4,MRI,5 years,90000,Apr-18,FALSE,7500,other,43
3000, 36 months,15.05,104.07,C,C4,Lpn,1 year,46000,Jan-18,TRUE,3833.3333333333335,other,28
4800, 36 months,7.34,148.96,A,A4,Clerk,1 year,40000,Mar-18,TRUE,3333.3333333333335,other,27
5000, 36 months,19.92,185.62,D,D3,Nursing Assistant,5 years,50000,Sep-18,TRUE,4166.666666666667,other,32
10000, 36 months,17.47,358.88,D,D1,Timekeeping ,10+ years,48000,Apr-18,FALSE,4000,other,28
11000, 60 months,19.03,285.53,D,D3,Customer service support ,< 1 year,30000,Feb-18,TRUE,2500,other,24
30000, 60 months,27.27,920.91,E,E5,Facility Manager ,1 year,120846,Jul-18,TRUE,10070.5,other,49
12000, 60 months,13.58,276.62,C,C2,Mail carrier,4 years,50000,May-18,TRUE,4166.666666666667,other,30
21000, 36 months,6.83,646.79,A,A3,Office manager,3 years,36000,Jun-18,FALSE,3000,other,24
28000, 60 months,20.89,755.77,D,D4,Manager,6 years,67500,Jul-18,FALSE,5625,other,51
14400, 36 months,7.84,450.19,A,A4,director,8 years,75000,Jul-18,FALSE,6250,other,36
20000, 60 months,21.85,550.68,D,D5,Electrician ,1 year,51801,Apr-18,TRUE,4316.75,other,31
26000, 60 months,14.47,611.33,C,C2,Ramp Agent,8 years,65000,Aug-18,FALSE,5416.666666666667,other,35
13000, 60 months,14.47,305.67,C,C2,2nd Shift Assistant Supervisor,< 1 year,30000,Aug-18,FALSE,2500,other,23
20000, 60 months,22.35,556.37,D,D5,Teacher,10+ years,55000,Jul-18,FALSE,4583.333333333333,other,44
21000, 36 months,13.59,713.56,C,C2,Secretary ,10+ years,15000,Feb-18,TRUE,1250,other,18
14400, 60 months,15.04,342.88,C,C4,Store manager,2 years,78000,Apr-18,FALSE,6500,other,45
5000, 36 months,7.34,155.17,A,A4,other,,48000,Mar-18,FALSE,4000,other,30
36000, 60 months,12.73,814.15,B,B5,Director of Information Systems ,10+ years,108000,Oct-18,FALSE,9000,other,37
8500, 36 months,12.73,285.3,B,B5,Asset Protection Officer ,10+ years,53000,Oct-18,FALSE,4416.666666666667,other,33
32000, 36 months,7.96,1002.18,A,A5,Finance,1 year,100000,Mar-18,FALSE,8333.333333333334,other,49
3000, 36 months,18.45,109.14,D,D2,residential treatment specialist,10+ years,45600,Jun-18,FALSE,3800,other,29
10000, 36 months,19.42,368.69,D,D3,Cna,10+ years,35000,Jun-18,TRUE,2916.6666666666665,other,22
7800, 36 months,12.73,261.8,B,B5,Residential care,9 years,35000,Jul-18,FALSE,2916.6666666666665,other,24
30000, 36 months,10.41,973.81,B,B3,mechanical service tech,5 years,85000,Mar-18,TRUE,7083.333333333333,other,41
7200, 36 months,10.42,233.75,B,B3,Truck driver,10+ years,75000,Jan-18,TRUE,6250,other,38
9000, 36 months,6.08,274.13,A,A2,Administrative Assistant,10+ years,40000,Jan-18,FALSE,3333.3333333333335,other,26
5250, 36 months,9.92,169.21,B,B2,Administrative Assistant ,10+ years,33000,Mar-18,FALSE,2750,other,24
20000, 36 months,9.58,641.41,B,B1,other,,50000,Jun-18,FALSE,4166.666666666667,other,32
17800, 36 months,22.35,683.02,D,D5,crew assistant,5 years,65000,Aug-18,FALSE,5416.666666666667,other,33
15000, 36 months,18.45,545.68,D,D2,inspector housing,10+ years,65000,Mar-18,TRUE,5416.666666666667,other,40
12000, 60 months,20.39,320.54,D,D4,Chief Technoligy Officer,10+ years,98950,Mar-18,FALSE,8245.833333333334,other,46
12000, 36 months,9.93,386.82,B,B2,Dental hygienist ,7 years,75000,Feb-18,FALSE,6250,other,47
15000, 60 months,14.07,349.57,C,C3,other,,22000,May-18,TRUE,1833.3333333333333,other,22
15500, 36 months,12.98,522.11,B,B5,Assistant Store Manager ,3 years,51000,Nov-18,FALSE,4250,other,33
15000, 36 months,12.61,502.6,C,C1,Driver,10+ years,25000,May-18,TRUE,2083.3333333333335,other,21
24600, 36 months,17.47,882.83,D,D1,Senior Landscape Architect,4 years,90000,Jun-18,TRUE,7500,other,44
8000, 36 months,17.47,287.1,D,D1,Realtor,< 1 year,29000,Jun-18,TRUE,2416.6666666666665,other,21
